index,o_place,d_place,year,month,day,cnt,o_lat,o_lon,d_lat,d_lon
94406,37135,37135,2020,1,1,64,35.931,-79.056,35.93,-79.054
94649,05113,05113,2020,1,1,1,34.58,-94.234,34.58,-94.234
94762,34029,34039,2020,1,1,1,40.113,-74.278,40.662,-74.197
94825,51107,51830,2020,1,1,1,38.967,-77.444,37.27,-76.706
94916,19127,19049,2020,1,1,1,42.0,-93.0,41.562,-93.8
94958,08031,08045,2020,1,1,1,39.78,-104.866,39.532,-107.338
95071,06047,06019,2020,1,1,14,37.221,-120.718,37.202,-119.384
95166,12095,12015,2020,1,1,1,28.479,-81.469,26.993,-82.116
95560,45019,51107,2020,1,1,1,32.602,-80.08,38.999,-77.402
95862,04023,04019,2020,1,1,1,31.488,-110.963,32.189,-110.916
95951,35049,48245,2020,1,1,1,35.657,-105.999,30.087,-94.129
96029,13227,13123,2020,1,1,1,34.407,-84.389,34.712,-84.453
96500,37119,38017,2020,1,1,1,35.209,-80.847,46.865,-96.83
96530,29121,29095,2020,1,1,1,39.846,-92.697,39.1,-94.559
97037,06061,32031,2020,1,1,4,39.126,-120.536,39.44,-119.806
97211,16085,16085,2020,1,1,2,44.912,-116.111,44.912,-116.111
97337,39015,39025,2020,1,1,1,39.024,-83.929,39.123,-84.262
97356,12061,12095,2020,1,1,1,27.78,-80.662,28.529,-81.185
97694,13245,37051,2020,1,1,1,33.441,-82.063,35.055,-79.002
98099,06037,16019,2020,1,1,1,34.177,-118.132,43.499,-112.034
98119,06081,06029,2020,1,1,1,37.516,-122.295,35.347,-119.025
98892,21069,21107,2020,1,1,1,38.454,-83.958,37.35,-87.488
98923,06039,06007,2020,1,1,1,37.089,-120.209,39.747,-121.834
99357,12095,12001,2020,1,1,3,28.502,-81.368,29.706,-82.374
99489,48339,48113,2020,1,1,3,30.215,-95.423,32.817,-96.906
99699,53035,17031,2020,1,1,1,47.562,-122.669,41.834,-87.732
100120,06067,48279,2020,1,1,1,38.693,-121.287,34.047,-102.484
100134,12095,25015,2020,1,1,1,28.386,-81.537,42.366,-72.498
100464,34013,40109,2020,1,1,1,40.734,-74.185,35.469,-97.52
100508,18003,26065,2020,1,1,1,41.087,-85.17,42.737,-84.487
100607,18085,18063,2020,1,1,1,41.214,-85.809,39.767,-86.441
100800,06065,04025,2020,1,1,3,33.805,-116.482,34.301,-112.106
100897,51013,06037,2020,1,1,1,38.881,-77.102,34.021,-118.412
101300,40121,40143,2020,1,1,1,34.923,-95.775,36.109,-95.914
101524,26065,26081,2020,1,1,2,42.742,-84.483,43.065,-85.63
101657,42043,42043,2020,1,1,59,40.278,-76.79,40.278,-76.787
101955,09001,27061,2020,1,1,1,41.202,-73.134,47.237,-93.53
102362,05131,05131,2020,1,1,51,35.343,-94.359,35.347,-94.36
102592,51710,51710,2020,1,1,347,36.891,-76.257,36.891,-76.257
102649,01089,22087,2020,1,1,1,34.706,-86.611,29.983,-90.011
103474,22013,05115,2020,1,1,1,32.183,-93.108,35.626,-93.136
103487,08117,08031,2020,1,1,2,39.544,-106.064,39.714,-104.922
103598,34041,34027,2020,1,1,2,40.859,-74.828,40.872,-74.705
103670,12099,48439,2020,1,1,1,26.722,-80.123,32.932,-97.08
103753,06073,48037,2020,1,1,1,32.715,-117.159,33.445,-94.053
103796,24031,51177,2020,1,1,1,39.149,-77.208,38.304,-77.511
103941,26081,26093,2020,1,1,1,42.956,-85.641,42.465,-83.851
104041,32003,38015,2020,1,1,1,36.006,-115.038,46.83,-100.764
104124,28075,28089,2020,1,1,3,32.378,-88.71,32.571,-89.876
104136,12011,12086,2020,1,1,170,26.056,-80.241,25.853,-80.256
104179,04013,12009,2020,1,1,1,33.393,-111.928,28.118,-80.65
104311,18029,39061,2020,1,1,3,39.158,-84.851,39.185,-84.511
104419,48327,48327,2020,1,1,4,31.0,-100.0,31.0,-100.0
104608,17085,36081,2020,1,1,1,42.293,-90.098,40.671,-73.831
104815,20011,20011,2020,1,1,6,37.827,-94.7,37.827,-94.7
104821,53019,53063,2020,1,1,1,47.929,-118.69,47.643,-117.566
104890,48201,12033,2020,1,1,1,29.838,-95.446,30.455,-87.205
105149,04005,40149,2020,1,1,1,35.25,-112.196,35.309,-98.717
105628,31055,04013,2020,1,1,1,41.276,-96.053,33.553,-112.125
105848,28161,28149,2020,1,1,1,34.152,-89.631,32.353,-90.878
105877,22071,35013,2020,1,1,1,29.98,-90.016,32.404,-107.084
105981,21111,21185,2020,1,1,6,38.276,-85.618,38.372,-85.475
106008,51760,51057,2020,1,1,1,37.541,-77.436,37.925,-76.859
106051,39035,39055,2020,1,1,6,41.474,-81.533,41.428,-81.288
106174,12103,48167,2020,1,1,1,27.796,-82.673,29.38,-94.968
106364,47063,06085,2020,1,1,1,36.22,-83.261,37.374,-122.031
107028,25021,46111,2020,1,1,1,42.119,-71.103,44.173,-98.229
107673,24510,48439,2020,1,1,1,39.285,-76.62,32.78,-97.286
107819,39157,39153,2020,1,1,1,40.503,-81.641,41.081,-81.519
108039,18035,18095,2020,1,1,5,40.187,-85.419,40.061,-85.705
108057,04025,39059,2020,1,1,1,34.858,-111.787,40.149,-81.345
108162,34021,34005,2020,1,1,9,40.27,-74.691,40.037,-74.825
108419,36061,51510,2020,1,1,1,40.721,-74.001,38.817,-77.091
108686,12073,37063,2020,1,1,1,30.476,-84.266,35.991,-78.895
108687,13121,37045,2020,1,1,1,33.767,-84.433,35.292,-81.536
108866,21121,21093,2020,1,1,1,36.864,-83.862,37.822,-85.768
109889,39063,39117,2020,1,1,4,41.055,-83.634,40.365,-82.669
110136,12086,12127,2020,1,1,1,25.712,-80.316,29.19,-81.069
110149,47155,48117,2020,1,1,1,35.879,-83.545,35.005,-102.355
110372,56021,56021,2020,1,1,30,41.128,-104.795,41.128,-104.793
110392,47189,47165,2020,1,1,1,36.289,-86.48,36.373,-86.465
110637,29095,20045,2020,1,1,1,38.87,-94.528,38.971,-95.283
110683,39151,17089,2020,1,1,1,40.766,-81.523,41.76,-88.316
110749,45013,13179,2020,1,1,1,32.241,-80.828,31.829,-81.6
110836,11001,36103,2020,1,1,1,38.899,-77.014,40.783,-73.408
111483,13121,12083,2020,1,1,1,33.811,-84.401,29.12,-82.161
111583,51033,51013,2020,1,1,2,38.028,-77.342,38.881,-77.102
111848,47093,47093,2020,1,1,444,35.975,-83.973,35.975,-83.972
112028,40149,40149,2020,1,1,3,35.324,-98.92,35.301,-98.897
112131,25005,11001,2020,1,1,1,41.826,-71.279,38.899,-77.014
112647,40021,40035,2020,1,1,1,35.916,-94.972,36.644,-95.165
112920,26101,26101,2020,1,1,5,44.262,-86.32,44.262,-86.32
113039,36005,42077,2020,1,1,1,40.85,-73.849,40.592,-75.484
113114,37063,51117,2020,1,1,1,35.991,-78.895,36.675,-78.453
113120,13121,26125,2020,1,1,2,33.699,-84.451,42.487,-83.168
113387,36047,19153,2020,1,1,1,40.655,-73.949,41.564,-93.775
113388,48201,51013,2020,1,1,1,29.838,-95.446,38.881,-77.102
113414,24003,48113,2020,1,1,1,39.179,-76.669,32.845,-96.85
113462,05059,05059,2020,1,1,2,34.363,-92.817,34.363,-92.817
114266,22057,22033,2020,1,1,2,29.795,-90.789,30.459,-91.091
114653,36027,36061,2020,1,1,6,41.607,-73.782,40.771,-73.973
114783,48167,48071,2020,1,1,2,29.445,-95.033,29.781,-94.617
115004,21111,39095,2020,1,1,1,38.196,-85.722,41.657,-83.575
115040,51059,51550,2020,1,1,1,38.959,-77.229,36.758,-76.213
115381,48109,48109,2020,1,1,1,31.833,-104.81,31.833,-104.81
115724,06039,36061,2020,1,1,1,36.882,-119.801,40.781,-73.969
116064,05031,48095,2020,1,1,1,35.829,-90.697,31.169,-100.077
116402,48209,48453,2020,1,1,23,30.039,-97.911,30.298,-97.763
116403,21067,21021,2020,1,1,1,38.041,-84.504,37.614,-84.777
116607,42049,42039,2020,1,1,1,42.111,-80.087,41.646,-80.133
116686,42061,42061,2020,1,1,3,40.422,-77.924,40.422,-77.924
117162,25001,36081,2020,1,1,1,41.718,-70.468,40.671,-73.831
117178,48419,06037,2020,1,1,2,31.811,-94.196,34.129,-118.17
117621,19045,19061,2020,1,1,1,42.003,-90.375,42.511,-90.71
117701,28137,47157,2020,1,1,1,34.61,-89.989,35.134,-89.922
117920,12083,12099,2020,1,1,1,29.12,-82.161,26.652,-80.138
118076,01109,01109,2020,1,1,26,31.802,-85.97,31.807,-85.974
118873,39035,39041,2020,1,1,1,41.499,-81.69,40.284,-82.926
118956,22015,28089,2020,1,1,1,32.525,-93.666,32.571,-89.876
119277,06097,06055,2020,1,1,2,38.302,-122.752,38.297,-122.306
119601,39099,39029,2020,1,1,3,41.041,-80.766,40.891,-80.786
119702,06059,35005,2020,1,1,1,33.612,-117.862,33.176,-104.022
120216,06029,06071,2020,1,1,5,35.252,-118.783,34.382,-117.136
120397,42109,42109,2020,1,1,1,40.802,-76.89,40.802,-76.89
120542,36005,48029,2020,1,1,1,40.85,-73.849,29.418,-98.541
120642,37169,37081,2020,1,1,1,36.291,-80.356,36.09,-79.857
121156,39165,39017,2020,1,1,6,39.446,-84.308,39.434,-84.369
121230,24033,39049,2020,1,1,2,38.995,-76.88,39.995,-82.986
121517,21177,21031,2020,1,1,1,37.295,-87.124,37.163,-86.849
121604,51685,51059,2020,1,1,1,38.771,-77.45,38.824,-77.154
121787,19153,37119,2020,1,1,1,41.591,-93.624,35.228,-80.916
121842,48303,48113,2020,1,1,1,33.571,-101.897,32.82,-96.762
122309,36071,36071,2020,1,1,133,41.435,-74.203,41.431,-74.204
122358,06067,32005,2020,1,1,1,38.41,-121.439,38.966,-119.943
122451,27049,27049,2020,1,1,8,44.522,-92.67,44.522,-92.668
122985,36087,24033,2020,1,1,1,41.174,-74.05,38.753,-76.992
123034,41031,41051,2020,1,1,1,44.589,-121.175,45.536,-122.631
123188,05115,05119,2020,1,1,4,35.278,-93.13,34.752,-92.131
123363,39061,39041,2020,1,1,1,39.286,-84.525,40.149,-82.915
123416,42127,42127,2020,1,1,3,41.574,-75.256,41.574,-75.256
123432,53033,41037,2020,1,1,1,47.615,-122.331,43.083,-121.024
123460,40109,04025,2020,1,1,1,35.483,-97.552,34.168,-111.932
123525,13127,04013,2020,1,1,1,31.32,-81.486,33.568,-111.972
123789,06031,06047,2020,1,1,1,36.299,-119.764,37.316,-120.472
124190,06013,06081,2020,1,1,6,37.96,-121.936,37.615,-122.392
124888,21001,21009,2020,1,1,1,37.102,-85.293,36.995,-85.925
125382,30063,46051,2020,1,1,1,46.879,-114.031,45.274,-96.856
125518,19163,19153,2020,1,1,3,41.52,-90.638,41.572,-93.662
125568,19163,27123,2020,1,1,1,41.538,-90.597,44.942,-93.106
125773,32003,12115,2020,1,1,1,36.168,-115.149,27.336,-82.51
125872,18037,18037,2020,1,1,9,38.395,-86.919,38.402,-86.918
125896,48129,06071,2020,1,1,1,34.828,-100.618,34.855,-117.081
126318,25017,33009,2020,1,1,2,42.55,-71.195,44.001,-71.566
127026,06077,06077,2020,1,1,517,37.932,-121.303,37.93,-121.301
127148,27027,16049,2020,1,1,1,46.844,-96.478,45.927,-116.122
127593,54039,54079,2020,1,1,2,38.338,-81.722,38.424,-81.857
127953,49035,08031,2020,1,1,1,40.724,-111.897,39.776,-104.969
128266,12095,21087,2020,1,1,1,28.381,-81.521,37.39,-85.611
128340,42077,51059,2020,1,1,1,40.592,-75.484,38.805,-77.237
128507,41067,25021,2020,1,1,1,45.464,-122.78,42.08,-71.376
128750,27171,27001,2020,1,1,2,45.107,-93.829,46.442,-93.361
128893,39043,39035,2020,1,1,3,41.371,-82.548,41.456,-81.817
129359,09015,09003,2020,1,1,2,41.828,-72.017,41.687,-72.702
129398,42129,42111,2020,1,1,1,40.39,-79.721,40.043,-79.003
129544,13295,13067,2020,1,1,1,34.631,-85.274,33.847,-84.516
129892,24031,24510,2020,1,1,4,39.045,-77.09,39.286,-76.618
130420,13089,13319,2020,1,1,112,33.799,-84.255,32.678,-83.174
130555,36047,34035,2020,1,1,2,40.655,-73.949,40.566,-74.469
131991,48329,48201,2020,1,1,1,31.994,-102.105,29.973,-95.193
133106,36061,37119,2020,1,1,2,40.781,-73.969,35.209,-80.847
133393,05055,05055,2020,1,1,6,36.047,-90.514,36.047,-90.514
133637,06047,06065,2020,1,1,1,37.523,-120.344,33.859,-117.586
133954,18143,24027,2020,1,1,1,38.65,-85.628,39.341,-77.173
134035,48113,22087,2020,1,1,6,32.827,-96.712,29.983,-90.011
134184,40063,40063,2020,1,1,1,35.082,-96.408,35.082,-96.408
134713,05007,05119,2020,1,1,8,36.327,-94.231,34.748,-92.157
135367,48113,06019,2020,1,1,1,32.82,-96.762,37.269,-119.307
135591,25001,44007,2020,1,1,2,41.572,-70.614,41.871,-71.432
135642,54039,06055,2020,1,1,1,38.347,-81.634,38.297,-122.306
135692,18157,18097,2020,1,1,1,40.407,-86.847,39.78,-86.143
136207,34003,34027,2020,1,1,4,40.827,-74.076,40.863,-74.409
137124,06071,06001,2020,1,1,2,34.109,-117.291,37.642,-121.906
137280,51678,51678,2020,1,1,3,37.78,-79.439,37.78,-79.439
137617,36061,12057,2020,1,1,1,40.781,-73.969,27.997,-82.443
137724,35047,35043,2020,1,1,1,35.605,-105.229,35.31,-106.538
137922,06001,06029,2020,1,1,2,37.792,-122.229,35.64,-119.329
138239,18089,12031,2020,1,1,1,41.552,-87.503,30.324,-81.638
138657,21003,05125,2020,1,1,1,36.741,-86.218,34.618,-92.491
138693,34001,12115,2020,1,1,1,39.352,-74.592,27.192,-82.48
138976,04027,06085,2020,1,1,1,32.668,-114.585,37.331,-121.874
139205,12057,51087,2020,1,1,2,27.997,-82.443,37.511,-77.317
139323,08005,04013,2020,1,1,1,39.655,-104.97,33.393,-111.928
140216,32003,40055,2020,1,1,1,36.061,-115.135,35.006,-99.567
140805,17031,18159,2020,1,1,1,41.834,-87.732,40.353,-86.126
141344,01073,21093,2020,1,1,1,33.516,-86.814,37.822,-85.768
141443,51540,36061,2020,1,1,1,38.04,-78.487,40.781,-73.969
142282,42007,42035,2020,1,1,6,40.66,-80.314,41.118,-77.605
142351,26163,39117,2020,1,1,2,42.289,-83.184,40.365,-82.669
142675,18159,18141,2020,1,1,1,40.255,-86.18,41.68,-86.291
142713,06029,06065,2020,1,1,2,35.647,-118.448,33.688,-116.831
142776,12111,12057,2020,1,1,1,27.301,-80.345,27.954,-82.521
142844,06029,06109,2020,1,1,1,35.42,-118.667,37.859,-119.818
143727,08085,08031,2020,1,1,1,38.485,-107.867,39.746,-104.993
144106,19035,19035,2020,1,1,2,42.753,-95.556,42.753,-95.556
144265,45035,45035,2020,1,1,6,32.991,-80.171,32.998,-80.17
144345,22063,22047,2020,1,1,1,30.513,-90.865,30.297,-91.24
144454,17113,17105,2020,1,1,2,40.501,-88.988,40.913,-88.601
144650,48329,48061,2020,1,1,1,32.001,-102.118,25.938,-97.497
144705,20051,20147,2020,1,1,1,38.882,-99.318,39.758,-99.322
144806,42011,42035,2020,1,1,20,40.361,-75.94,41.118,-77.605
144851,18097,12095,2020,1,1,1,39.78,-86.143,28.502,-81.368
145006,24011,42101,2020,1,1,1,38.976,-75.911,40.005,-75.118
145038,36061,06037,2020,1,1,20,40.75,-73.986,34.004,-118.331
145438,08031,24003,2020,1,1,1,39.859,-104.672,39.099,-76.536
145530,01073,13097,2020,1,1,1,33.437,-86.838,33.736,-84.714
145632,06073,06047,2020,1,1,2,32.74,-117.096,37.316,-120.472
145957,19169,19039,2020,1,1,1,41.9,-93.604,41.032,-93.766
145996,48127,48127,2020,1,1,7,28.516,-99.844,28.52,-99.85
146222,37105,37037,2020,1,1,1,35.474,-79.164,35.725,-79.173
146539,22009,06081,2020,1,1,1,31.274,-91.834,37.621,-122.437
146691,37119,45079,2020,1,1,2,35.218,-80.845,34.072,-80.962
146764,08045,08093,2020,1,1,1,39.525,-107.768,38.998,-105.551
146964,13173,13173,2020,1,1,3,31.036,-83.075,31.036,-83.075
147072,26161,26081,2020,1,1,1,42.246,-83.602,42.904,-85.757
147178,08011,06085,2020,1,1,1,38.234,-103.207,37.331,-121.874
147632,34017,51163,2020,1,1,1,40.769,-74.02,38.003,-79.421
148003,21207,47037,2020,1,1,1,37.055,-85.081,36.165,-86.784
148586,06085,06019,2020,1,1,25,37.274,-121.881,37.269,-119.307
149063,42091,24037,2020,1,1,1,40.242,-75.279,38.355,-76.701
149241,28121,28093,2020,1,1,1,32.239,-90.158,34.768,-89.449
149575,06037,06067,2020,1,1,6,34.313,-118.45,38.515,-121.406
149806,36119,34017,2020,1,1,4,41.043,-73.826,40.711,-74.061
150190,22087,24003,2020,1,1,1,29.983,-90.011,39.154,-76.705
150195,05119,05143,2020,1,1,1,34.77,-92.267,36.187,-94.129
150594,28073,28073,2020,1,1,16,31.316,-89.383,31.316,-89.38
150920,27145,27171,2020,1,1,1,45.609,-94.452,45.29,-93.612
151009,36061,34027,2020,1,1,8,40.778,-73.971,40.849,-74.479
151045,29031,29201,2020,1,1,3,37.317,-89.56,36.979,-89.605
151111,18029,18063,2020,1,1,3,39.118,-84.874,39.767,-86.441
151116,19113,19113,2020,1,1,154,41.988,-91.651,41.988,-91.652
151784,13063,13135,2020,1,1,1,33.555,-84.41,33.951,-83.999
152126,34037,34005,2020,1,1,3,41.173,-74.566,40.073,-74.724
152223,24031,11001,2020,1,1,64,39.025,-77.077,38.91,-77.019
153002,39033,39061,2020,1,1,1,40.805,-82.975,39.153,-84.748
153105,27067,27067,2020,1,1,6,45.153,-95.035,45.153,-95.035
153242,37183,13089,2020,1,1,1,35.844,-78.658,33.772,-84.297
153301,45083,37123,2020,1,1,1,34.95,-81.94,35.17,-79.861
153468,01001,01001,2020,1,1,19,32.484,-86.47,32.5,-86.503
153562,34013,36081,2020,1,1,6,40.788,-74.172,40.681,-73.841
153771,39113,39049,2020,1,1,1,39.787,-84.261,39.995,-82.986
153773,06073,51700,2020,1,1,1,32.727,-117.165,36.972,-76.422
153832,37123,37135,2020,1,1,1,35.5,-80.0,35.913,-79.056
153930,45013,13319,2020,1,1,1,32.19,-80.749,32.678,-83.174
153950,27147,19153,2020,1,1,1,44.151,-93.374,41.692,-93.712
153980,47037,13121,2020,1,1,6,36.194,-86.79,33.845,-84.386
154004,48043,48043,2020,1,1,11,30.365,-103.663,30.365,-103.663
154034,48481,48095,2020,1,1,2,29.264,-96.185,31.169,-100.077
154066,31079,31109,2020,1,1,1,40.931,-98.35,40.803,-96.697
154103,39041,45051,2020,1,1,1,40.14,-83.145,33.727,-78.837
154226,08031,31157,2020,1,1,1,39.714,-104.922,41.875,-103.674
154717,29167,17163,2020,1,1,2,37.608,-93.417,38.581,-89.904
154940,06065,53033,2020,1,1,2,33.885,-115.695,47.392,-122.283
154994,28107,28033,2020,1,1,2,34.476,-89.908,34.89,-89.915
155105,48427,48479,2020,1,1,1,26.401,-98.96,27.532,-99.455
155166,26021,26045,2020,1,1,1,42.083,-86.422,42.554,-84.814
155322,12081,12115,2020,1,1,11,27.452,-82.501,27.339,-82.523
155372,42103,42035,2020,1,1,2,41.302,-75.014,41.118,-77.605
156055,48021,48095,2020,1,1,7,30.186,-97.366,31.169,-100.077
156465,48451,48383,2020,1,1,1,31.441,-100.453,31.193,-101.458
156877,41027,41051,2020,1,1,1,45.705,-121.524,45.536,-122.631
157045,51770,47037,2020,1,1,1,37.274,-79.958,36.2,-86.792
157156,49053,06073,2020,1,1,1,37.174,-113.326,32.58,-117.133
157529,12087,12086,2020,1,1,2,25.091,-80.449,25.69,-80.28
157682,42009,42003,2020,1,1,1,40.026,-78.503,40.431,-79.981
157838,48181,40109,2020,1,1,1,33.417,-96.573,35.483,-97.552
157941,12035,12095,2020,1,1,1,29.584,-81.208,28.569,-81.287
158433,24027,24510,2020,1,1,7,39.198,-76.788,39.29,-76.62
158536,25017,23021,2020,1,1,2,42.365,-71.174,45.188,-68.985
158613,13121,48077,2020,1,1,1,33.943,-84.352,33.974,-97.976
158706,21073,21067,2020,1,1,1,38.201,-84.873,38.044,-84.459
159070,26161,48095,2020,1,1,1,42.201,-83.713,31.169,-100.077
160065,36059,09001,2020,1,1,1,40.659,-73.531,41.208,-73.126
160148,42129,42057,2020,1,1,1,40.305,-79.464,39.841,-78.194
160169,48473,48339,2020,1,1,1,30.083,-95.99,30.338,-95.538
160315,47033,37051,2020,1,1,1,35.792,-89.133,35.055,-79.002
160614,13151,13151,2020,1,1,109,33.462,-84.184,33.467,-84.186
160765,36023,36007,2020,1,1,1,42.599,-76.177,42.182,-75.864
161035,36103,36005,2020,1,1,1,40.908,-73.124,40.85,-73.849
161144,48055,48209,2020,1,1,1,29.761,-97.759,29.896,-97.935
161759,09005,21231,2020,1,1,1,41.597,-73.107,36.791,-84.813
161792,08007,08093,2020,1,1,2,37.266,-107.045,38.998,-105.551
161829,13021,12105,2020,1,1,1,32.849,-83.654,28.081,-81.796
161903,51171,51171,2020,1,1,8,38.919,-78.455,38.918,-78.456
162264,37097,51660,2020,1,1,1,35.95,-80.748,38.438,-78.871
162512,32003,06081,2020,1,1,1,36.059,-115.123,37.603,-122.372
162702,26077,26139,2020,1,1,4,42.276,-85.597,42.803,-86.119
162810,29183,39103,2020,1,1,1,38.78,-90.703,41.113,-81.684
162913,51660,51163,2020,1,1,5,38.438,-78.871,38.003,-79.421
163331,54001,54001,2020,1,1,3,39.128,-80.066,39.135,-80.086
163633,55059,55087,2020,1,1,1,42.547,-88.007,44.278,-88.393
163635,21177,21177,2020,1,1,1,37.295,-87.124,37.295,-87.124
163752,08005,08031,2020,1,1,18,39.621,-104.958,39.713,-104.933
163789,12053,12073,2020,1,1,1,28.644,-82.51,30.476,-84.266
164820,08031,54003,2020,1,1,1,39.742,-104.996,39.461,-77.985
164907,50023,50021,2020,1,1,1,44.372,-72.783,43.63,-72.985
165026,39161,39161,2020,1,1,4,40.854,-84.463,40.854,-84.463
165115,48201,48215,2020,1,1,5,29.787,-95.404,26.241,-98.232
165261,22031,22031,2020,1,1,4,32.031,-93.707,32.036,-93.701
165377,55079,55117,2020,1,1,1,43.04,-87.916,43.749,-87.748
165825,13283,13031,2020,1,1,1,32.371,-82.596,32.441,-81.801
165838,08019,08037,2020,1,1,1,39.655,-105.743,39.641,-106.516
166043,51760,45075,2020,1,1,2,37.546,-77.479,33.631,-80.927
166302,06037,04005,2020,1,1,2,33.964,-118.244,36.05,-111.542
166548,08045,08077,2020,1,1,1,39.54,-107.329,39.071,-108.564
166740,24047,24003,2020,1,1,2,38.361,-75.077,39.115,-76.646
166778,08031,08013,2020,1,1,14,39.725,-104.945,40.057,-105.2
166896,48281,48439,2020,1,1,1,31.08,-98.266,32.702,-97.136
167691,18167,18127,2020,1,1,1,39.467,-87.414,41.611,-87.064
168571,37049,37067,2020,1,1,1,35.12,-77.086,36.087,-80.245
168619,51540,51047,2020,1,1,1,38.053,-78.501,38.486,-77.972
168713,38101,38017,2020,1,1,1,48.677,-102.074,46.877,-96.861
169063,06029,08031,2020,1,1,1,35.347,-119.025,39.714,-104.922
169239,48013,48355,2020,1,1,1,28.857,-98.171,27.737,-97.432
169665,36061,06085,2020,1,1,1,40.721,-74.001,37.129,-121.642
169687,27103,27013,2020,1,1,2,44.183,-94.037,44.165,-93.999
171235,13121,13015,2020,1,1,4,33.811,-84.412,34.214,-84.771
171498,36061,39049,2020,1,1,1,40.781,-73.969,39.995,-82.986
171898,37067,37063,2020,1,1,3,36.125,-80.263,35.994,-78.912
171986,47179,47093,2020,1,1,2,36.362,-82.438,35.973,-83.941
172338,39071,39061,2020,1,1,1,39.215,-83.856,39.166,-84.668
172588,51087,51760,2020,1,1,37,37.598,-77.46,37.534,-77.479
173151,32003,48473,2020,1,1,1,36.233,-115.223,30.083,-95.99
173414,51510,24031,2020,1,1,3,38.822,-77.089,39.038,-77.125
173441,17095,19155,2020,1,1,1,40.943,-90.374,41.499,-95.335
173693,31185,31185,2020,1,1,2,40.868,-97.587,40.868,-97.587
173808,20209,29165,2020,1,1,2,39.152,-94.63,39.241,-94.668
174010,48039,35017,2020,1,1,1,29.58,-95.34,32.81,-108.789
174230,48201,22055,2020,1,1,4,29.731,-95.366,30.181,-92.037
174834,06013,06019,2020,1,1,17,37.937,-122.042,37.269,-119.307
174943,48497,48095,2020,1,1,2,33.22,-97.678,31.169,-100.077
175080,40143,36061,2020,1,1,1,35.962,-95.878,40.781,-73.969
175239,06053,04017,2020,1,1,1,36.626,-121.825,35.017,-110.712
176432,42051,42073,2020,1,1,1,39.937,-79.665,41.017,-80.397
176488,51085,51510,2020,1,1,1,37.762,-77.473,38.817,-77.091
177040,13067,13319,2020,1,1,86,33.922,-84.557,32.678,-83.174
177353,01043,01001,2020,1,1,2,34.237,-86.861,32.576,-86.681
177942,08091,08077,2020,1,1,1,38.003,-107.752,39.069,-108.565
178153,05011,05119,2020,1,1,1,33.604,-92.069,34.752,-92.131
178675,42101,51061,2020,1,1,1,39.951,-75.161,38.74,-77.81
178959,37081,13121,2020,1,1,1,36.09,-79.857,33.943,-84.352
179117,48073,48117,2020,1,1,1,31.964,-95.271,34.815,-102.398
179340,55009,24510,2020,1,1,1,44.571,-88.103,39.285,-76.62
179501,53035,53035,2020,1,1,113,47.616,-122.658,47.617,-122.66
179506,53033,12099,2020,1,1,1,47.606,-122.343,26.733,-80.684
179780,21049,54021,2020,1,1,1,37.991,-84.206,38.837,-80.829
179856,24031,18027,2020,1,1,1,39.042,-76.987,38.797,-86.983
179860,48201,48451,2020,1,1,1,29.838,-95.446,31.441,-100.453
