index,o_place,d_place,year,month,day,cnt,o_lat,o_lon,d_lat,d_lon
1326379,24005,34003,2020,1,1,1,39.388,-76.445,40.821,-74.091
1326745,06073,12086,2020,1,1,4,32.933,-117.099,25.808,-80.197
1326755,42127,42035,2020,1,1,1,41.574,-75.256,41.118,-77.605
1326992,47037,05031,2020,1,1,3,36.2,-86.792,35.937,-90.57
1327631,40119,20049,2020,1,1,1,36.13,-97.08,37.318,-96.072
1327834,39109,39149,2020,1,1,1,40.039,-84.216,40.286,-84.179
1328355,13083,13083,2020,1,1,1,34.876,-85.508,34.876,-85.508
1328671,17031,13169,2020,1,1,1,41.834,-87.732,33.099,-83.572
1328854,38017,31165,2020,1,1,1,46.865,-96.83,42.584,-104.024
1328950,06061,06107,2020,1,1,1,39.203,-120.164,36.585,-119.24
1329083,19127,08059,2020,1,1,1,42.094,-92.869,39.691,-105.118
1329286,48201,05035,2020,1,1,1,29.838,-95.446,35.176,-90.18
1329337,20209,53021,2020,1,1,1,39.072,-94.876,46.255,-118.954
1329513,39089,25023,2020,1,1,1,40.065,-82.511,41.709,-70.757
1329578,27145,27145,2020,1,1,55,45.549,-94.218,45.546,-94.222
1329831,48473,48473,2020,1,1,34,30.086,-96.009,30.085,-96.014
1330011,37071,37179,2020,1,1,1,35.24,-81.182,34.986,-80.444
1330519,20161,20173,2020,1,1,1,39.21,-96.575,37.552,-97.348
1330773,48041,48349,2020,1,1,1,30.585,-96.292,31.932,-96.621
1330781,17163,29095,2020,1,1,1,38.652,-90.103,39.1,-94.559
1331361,22075,22019,2020,1,1,1,29.85,-89.99,30.227,-93.217
1331372,06037,32017,2020,1,1,1,34.021,-118.412,38.23,-114.346
1331528,06075,39089,2020,1,1,1,37.771,-122.436,40.065,-82.511
1331752,21001,21001,2020,1,1,4,37.102,-85.293,37.102,-85.293
1332190,53031,53033,2020,1,1,1,47.948,-122.94,47.386,-122.313
1332381,34039,34039,2020,1,1,318,40.661,-74.267,40.662,-74.27
1332528,51515,51023,2020,1,1,1,37.336,-79.522,37.413,-79.923
1332928,42069,36087,2020,1,1,1,41.419,-75.669,41.117,-74.156
1333129,08001,51510,2020,1,1,1,39.905,-104.95,38.817,-77.091
1333197,48361,48199,2020,1,1,1,30.039,-93.856,30.251,-94.216
1333905,33017,33009,2020,1,1,5,43.31,-71.006,43.953,-71.593
1333946,18011,04013,2020,1,1,1,39.957,-86.3,33.393,-111.928
1334384,34017,36085,2020,1,1,2,40.717,-74.01,40.608,-74.113
1334435,06085,34003,2020,1,1,1,37.133,-121.651,40.861,-73.959
1335244,08005,08005,2020,1,1,111,39.611,-104.936,39.611,-104.937
1335255,48201,48471,2020,1,1,11,29.822,-95.404,30.706,-95.547
1335343,47181,05123,2020,1,1,1,35.384,-87.684,35.03,-90.587
1335490,37081,37063,2020,1,1,5,36.078,-79.863,35.991,-78.895
1335862,06071,06113,2020,1,1,1,33.982,-117.732,38.547,-121.745
1336209,26103,26139,2020,1,1,1,46.55,-87.41,42.969,-85.925
1336513,16019,16081,2020,1,1,1,43.492,-112.034,43.726,-111.112
1336630,01095,13121,2020,1,1,1,34.223,-86.263,33.767,-84.433
1336642,47125,47093,2020,1,1,1,36.53,-87.359,35.879,-84.16
1336970,22113,22125,2020,1,1,3,29.972,-92.091,30.937,-91.401
1337081,29029,29029,2020,1,1,5,38.12,-92.685,38.134,-92.682
1337321,12057,01101,2020,1,1,1,27.997,-82.443,32.364,-86.245
1337367,18085,18003,2020,1,1,1,41.214,-85.809,41.083,-85.155
1337685,48209,48113,2020,1,1,2,30.082,-98.009,32.855,-96.779
1337855,51089,51067,2020,1,1,1,36.684,-79.788,36.881,-79.845
1337918,37119,37051,2020,1,1,5,35.231,-80.872,35.047,-78.98
1337933,33007,33009,2020,1,1,1,44.264,-71.239,44.001,-71.566
1338316,51540,51137,2020,1,1,1,38.029,-78.477,38.306,-77.811
1338555,48019,48209,2020,1,1,1,29.8,-99.252,30.036,-98.185
1338594,47171,37189,2020,1,1,1,36.138,-82.427,36.215,-81.658
1338606,51071,51163,2020,1,1,1,37.382,-80.822,38.003,-79.421
1339145,01077,01001,2020,1,1,2,34.834,-87.651,32.576,-86.681
1339376,01079,01127,2020,1,1,1,34.352,-87.169,33.858,-87.263
1340078,53061,37127,2020,1,1,1,47.813,-122.193,35.972,-77.812
1340274,21111,18157,2020,1,1,1,38.196,-85.722,40.407,-86.847
1340362,06059,06079,2020,1,1,1,33.75,-117.803,35.355,-120.027
1340484,56021,08045,2020,1,1,1,41.135,-104.787,39.867,-107.374
1340887,37119,51680,2020,1,1,1,35.292,-80.754,37.401,-79.179
1340897,12095,47093,2020,1,1,1,28.542,-81.378,35.982,-83.964
1341628,22087,01003,2020,1,1,1,29.983,-90.011,30.63,-87.843
1341664,35045,32003,2020,1,1,1,36.827,-108.271,36.061,-115.135
1342037,48157,22061,2020,1,1,1,29.537,-95.47,32.537,-92.634
1342232,25009,06037,2020,1,1,1,42.532,-70.974,33.796,-118.299
1342806,08009,08125,2020,1,1,1,37.215,-102.799,40.359,-102.664
1343442,48001,48439,2020,1,1,1,31.762,-95.649,32.702,-97.136
1344153,13135,13297,2020,1,1,1,33.818,-84.032,33.835,-83.898
1344299,47079,47141,2020,1,1,1,36.302,-88.299,36.14,-85.51
1344353,21111,18071,2020,1,1,1,38.259,-85.546,38.801,-85.842
1344470,30035,30057,2020,1,1,1,48.45,-113.2,45.18,-111.69
1344855,21111,17127,2020,1,1,1,38.196,-85.722,37.207,-88.621
1345024,47093,47189,2020,1,1,1,35.982,-83.964,36.146,-86.085
1345156,01005,01005,2020,1,1,4,31.866,-85.151,31.866,-85.151
1345244,32005,32023,2020,1,1,1,39.094,-119.778,38.502,-117.023
1345402,08117,12086,2020,1,1,1,39.506,-106.036,25.672,-80.347
1345472,37013,37123,2020,1,1,1,35.515,-77.105,35.17,-79.861
1345804,06065,27053,2020,1,1,1,33.936,-117.398,44.971,-93.262
1346583,20173,20079,2020,1,1,1,37.684,-97.344,38.141,-97.431
1347683,55081,27053,2020,1,1,1,44.014,-90.615,44.971,-93.262
1347814,51177,37119,2020,1,1,1,38.095,-77.662,35.209,-80.847
1348220,48389,48095,2020,1,1,1,31.415,-103.509,31.169,-100.077
1348517,55027,26081,2020,1,1,1,43.261,-88.803,42.956,-85.641
1348522,47155,22005,2020,1,1,1,35.799,-83.578,30.15,-90.926
1348722,48113,48085,2020,1,1,158,32.852,-96.755,33.087,-96.721
1348749,32003,35031,2020,1,1,1,36.061,-115.135,35.522,-108.746
1349360,56001,08069,2020,1,1,1,41.308,-105.606,40.305,-105.08
1349697,34021,36047,2020,1,1,3,40.299,-74.638,40.655,-73.949
1349809,40031,39117,2020,1,1,1,34.621,-98.423,40.365,-82.669
1349926,24041,42001,2020,1,1,1,38.774,-76.076,39.831,-77.231
1350081,22075,06037,2020,1,1,1,29.431,-89.744,34.021,-118.412
1350405,17031,29189,2020,1,1,2,41.834,-87.732,38.661,-90.396
1350938,22103,22105,2020,1,1,3,30.368,-89.974,30.462,-90.458
1350992,13121,24017,2020,1,1,1,34.041,-84.34,38.604,-76.92
1351230,22097,22125,2020,1,1,4,30.468,-92.083,30.937,-91.401
1351928,06059,06051,2020,1,1,1,33.618,-117.874,37.64,-118.973
1352204,30081,30107,2020,1,1,1,46.238,-114.159,46.68,-110.045
1352458,27053,27083,2020,1,1,1,45.109,-93.465,44.452,-95.792
1353203,51760,45041,2020,1,1,1,37.563,-77.465,34.183,-79.78
1353843,31153,19169,2020,1,1,1,41.14,-95.941,41.938,-93.39
1353927,10001,42007,2020,1,1,1,39.159,-75.518,40.828,-80.24
1354459,27053,27079,2020,1,1,1,44.971,-93.262,44.54,-93.58
1354907,01093,22071,2020,1,1,1,34.085,-87.899,29.948,-90.071
1355381,18095,39061,2020,1,1,1,40.022,-85.707,39.133,-84.537
1355612,12057,42129,2020,1,1,1,28.053,-82.438,40.194,-79.632
1355783,18167,18063,2020,1,1,3,39.458,-87.382,39.767,-86.441
1355964,12086,13089,2020,1,1,1,25.782,-80.233,33.905,-84.27
1356201,42091,42037,2020,1,1,1,40.254,-75.452,41.002,-76.453
1356989,34027,34019,2020,1,1,1,40.907,-74.405,40.371,-74.937
1357036,41051,16059,2020,1,1,1,45.536,-122.631,45.495,-114.143
1357143,26115,48113,2020,1,1,1,41.763,-83.621,32.82,-96.762
1357179,45041,45089,2020,1,1,1,34.194,-79.762,33.671,-79.829
1357367,37011,37189,2020,1,1,1,36.125,-81.863,36.214,-81.686
1357400,18149,18149,2020,1,1,1,41.239,-86.569,41.239,-86.569
1357669,34033,34023,2020,1,1,1,39.767,-75.414,40.381,-74.532
1358586,51033,51760,2020,1,1,3,38.116,-77.303,37.53,-77.493
1359021,37081,37179,2020,1,1,1,36.09,-79.857,34.986,-80.444
1359093,37119,51650,2020,1,1,1,35.232,-80.808,37.042,-76.39
1359386,22087,22093,2020,1,1,2,29.983,-90.011,30.06,-90.687
1359520,20173,20177,2020,1,1,2,37.684,-97.344,39.081,-95.686
1360026,17191,36081,2020,1,1,1,38.397,-88.562,40.753,-73.933
1360142,06059,48439,2020,1,1,1,33.618,-117.874,32.932,-97.08
1360204,47065,13067,2020,1,1,2,35.089,-85.206,33.919,-84.501
1360748,39097,39153,2020,1,1,1,39.85,-83.27,41.081,-81.517
1360991,06077,06037,2020,1,1,1,37.981,-121.3,34.021,-118.412
1361052,06079,06111,2020,1,1,1,35.535,-120.515,34.191,-119.182
1361062,19153,29217,2020,1,1,1,41.692,-93.712,37.836,-94.352
1361249,47011,47065,2020,1,1,2,35.193,-84.866,35.117,-85.148
1361666,18097,17021,2020,1,1,2,39.78,-86.143,39.739,-89.267
1361668,05145,05115,2020,1,1,1,35.071,-91.895,35.279,-93.131
1361912,12097,45053,2020,1,1,1,28.343,-81.528,32.267,-81.087
1362154,04013,39049,2020,1,1,1,33.406,-111.738,39.995,-82.986
1362166,51047,51113,2020,1,1,1,38.472,-78.0,38.452,-78.395
1362273,44007,25021,2020,1,1,6,41.827,-71.462,42.079,-71.285
1362444,27123,27145,2020,1,1,1,45.08,-93.147,45.531,-94.185
1362909,04013,04003,2020,1,1,1,33.337,-111.793,31.557,-110.261
1363305,25027,08031,2020,1,1,1,42.103,-72.076,39.714,-104.922
1363327,24005,51163,2020,1,1,2,39.445,-76.719,38.003,-79.421
1363338,19101,19101,2020,1,1,2,41.01,-91.963,41.01,-91.963
1363383,42011,42003,2020,1,1,1,40.336,-75.927,40.563,-80.208
1363427,21155,21239,2020,1,1,1,37.649,-85.351,38.055,-84.712
1363512,48327,48085,2020,1,1,1,31.0,-100.0,33.05,-96.746
1363599,22087,51163,2020,1,1,1,29.983,-90.011,38.003,-79.421
1363601,25025,49035,2020,1,1,1,42.314,-71.089,40.559,-111.963
1363860,27053,19139,2020,1,1,1,44.971,-93.262,41.419,-91.085
1364457,06073,13319,2020,1,1,1,32.634,-117.022,32.678,-83.174
1364467,33017,23021,2020,1,1,1,43.187,-70.891,45.188,-68.985
1364547,51181,51730,2020,1,1,1,37.092,-77.014,37.208,-77.392
1364714,37183,37147,2020,1,1,2,35.823,-78.826,35.613,-77.366
1364861,39061,39057,2020,1,1,5,39.153,-84.505,39.724,-84.002
1365025,34017,34003,2020,1,1,31,40.764,-74.044,40.852,-74.042
1365709,48285,48095,2020,1,1,2,29.37,-97.043,31.169,-100.077
1365923,29175,17167,2020,1,1,1,39.409,-92.447,39.774,-89.66
1365944,48113,36061,2020,1,1,2,32.82,-96.762,40.769,-73.977
1366117,47157,05119,2020,1,1,4,35.134,-89.922,34.77,-92.194
1366140,51099,51163,2020,1,1,1,38.341,-77.06,38.003,-79.421
1366883,25025,13089,2020,1,1,1,42.399,-71.032,33.739,-84.166
1367081,39095,26139,2020,1,1,1,41.699,-83.648,42.821,-86.095
1367247,45051,45083,2020,1,1,1,33.703,-78.879,35.009,-81.981
1367459,27163,55103,2020,1,1,1,44.991,-92.96,43.412,-90.346
1367896,29510,17031,2020,1,1,1,38.654,-90.248,41.834,-87.732
1368552,17159,17021,2020,1,1,1,38.728,-88.091,39.739,-89.267
1369211,19047,19169,2020,1,1,1,42.018,-95.353,41.938,-93.39
1369372,06041,06067,2020,1,1,1,38.093,-122.555,38.583,-121.423
1369680,01069,05119,2020,1,1,1,31.232,-85.425,34.752,-92.131
1369821,41041,41071,2020,1,1,2,44.921,-124.02,45.277,-123.138
1369885,32003,48085,2020,1,1,1,36.061,-115.135,33.061,-96.735
1369899,48309,48095,2020,1,1,13,31.565,-97.174,31.169,-100.077
1369905,48201,08031,2020,1,1,1,29.838,-95.446,39.714,-104.922
1370186,47157,20091,2020,1,1,1,35.134,-89.922,39.008,-94.79
1370451,37007,37037,2020,1,1,1,35.079,-79.971,35.628,-79.026
1370670,22033,22001,2020,1,1,1,30.459,-91.091,30.232,-92.252
1370758,36061,42045,2020,1,1,4,40.766,-73.978,39.913,-75.391
1371000,49035,49053,2020,1,1,1,40.766,-111.917,37.086,-113.578
1371262,06071,17031,2020,1,1,3,34.006,-117.631,42.041,-87.862
1371663,42091,34023,2020,1,1,1,40.132,-75.384,40.314,-74.513
1371678,20051,29097,2020,1,1,1,38.882,-99.318,37.097,-94.498
1371987,35045,35045,2020,1,1,22,36.76,-108.187,36.755,-108.19
1372996,53033,49003,2020,1,1,1,47.615,-122.331,41.853,-112.612
1373345,22087,35053,2020,1,1,1,29.983,-90.011,34.133,-106.765
1373554,18125,17031,2020,1,1,1,38.46,-87.15,41.918,-87.696
1374326,37047,37047,2020,1,1,4,34.313,-78.711,34.313,-78.711
1374448,29189,29147,2020,1,1,1,38.611,-90.337,40.352,-94.884
1374488,36061,36047,2020,1,1,281,40.773,-73.972,40.668,-73.951
1374666,48139,48201,2020,1,1,2,32.367,-96.729,29.752,-95.251
1375029,53053,53035,2020,1,1,2,47.284,-122.616,47.54,-122.643
1375349,19013,19013,2020,1,1,94,42.504,-92.398,42.502,-92.396
1375901,38017,27119,2020,1,1,1,46.865,-96.83,47.856,-96.88
1376098,48113,20197,2020,1,1,1,32.82,-96.762,38.739,-96.266
1376129,24005,24037,2020,1,1,1,39.396,-76.615,38.29,-76.65
1376364,13095,13169,2020,1,1,1,31.554,-84.137,33.0,-83.5
1376407,21111,18019,2020,1,1,6,38.255,-85.665,38.367,-85.715
1376550,48349,48471,2020,1,1,1,32.093,-96.477,30.706,-95.547
1376683,11001,01079,2020,1,1,1,38.897,-77.019,34.611,-87.385
1376756,12085,12085,2020,1,1,65,27.158,-80.233,27.148,-80.232
1376772,29189,29153,2020,1,1,1,38.555,-90.323,36.744,-92.584
1377279,35007,35007,2020,1,1,7,36.887,-104.444,36.887,-104.444
1377339,42065,27003,2020,1,1,1,40.943,-78.978,45.166,-93.32
1377467,08037,08059,2020,1,1,1,39.525,-106.644,39.691,-105.092
1377478,45035,21209,2020,1,1,1,32.891,-80.144,38.225,-84.557
1377482,17031,12057,2020,1,1,2,41.766,-87.778,27.952,-82.369
1377717,36047,35028,2020,1,1,1,40.655,-73.949,35.881,-106.305
1377721,40079,05149,2020,1,1,1,35.053,-94.62,35.118,-93.227
1377800,31119,31037,2020,1,1,1,42.025,-97.417,41.735,-96.963
1377907,45033,45003,2020,1,1,1,34.417,-79.371,33.502,-81.962
1377971,37101,37101,2020,1,1,17,35.556,-78.392,35.559,-78.397
1378268,28011,28105,2020,1,1,1,33.742,-90.73,33.455,-88.806
1378449,37197,45011,2020,1,1,1,36.135,-80.653,33.162,-81.283
1378618,37119,36061,2020,1,1,1,35.209,-80.847,40.781,-73.969
1378919,39035,08093,2020,1,1,1,41.442,-81.43,38.998,-105.551
1379339,12105,48201,2020,1,1,1,28.163,-81.619,29.838,-95.446
1379457,48427,48427,2020,1,1,16,26.361,-98.804,26.375,-98.843
1380637,26147,26099,2020,1,1,2,42.838,-82.572,42.602,-82.862
1381086,31109,31119,2020,1,1,1,40.826,-96.685,42.035,-97.453
1381362,04013,04012,2020,1,1,1,33.673,-112.36,33.303,-114.394
1381519,13089,13151,2020,1,1,3,33.758,-84.225,33.53,-84.205
1381583,06037,49025,2020,1,1,1,34.083,-118.3,37.022,-111.827
1382057,32001,32031,2020,1,1,1,39.48,-118.824,39.512,-119.827
1382640,49005,49015,2020,1,1,1,41.759,-111.827,39.321,-111.094
1383581,09003,36061,2020,1,1,1,41.766,-72.681,40.781,-73.969
1383671,48157,48029,2020,1,1,1,29.532,-95.767,29.418,-98.541
1383682,28109,21111,2020,1,1,1,30.872,-89.334,38.196,-85.722
1383824,36123,36099,2020,1,1,1,42.705,-76.974,42.629,-76.864
1383883,46033,41051,2020,1,1,1,43.578,-103.252,45.52,-122.709
1384066,13069,12031,2020,1,1,1,31.588,-82.655,30.324,-81.638
1384449,12095,01101,2020,1,1,1,28.502,-81.368,32.364,-86.245
1384687,47041,26163,2020,1,1,1,35.973,-85.697,42.353,-83.099
1384732,48185,48113,2020,1,1,1,30.832,-95.885,32.82,-96.762
1385042,48439,48035,2020,1,1,1,32.702,-97.136,31.607,-97.604
1385188,13223,13319,2020,1,1,6,33.906,-84.855,32.678,-83.174
1385213,13129,13319,2020,1,1,2,34.504,-84.933,32.678,-83.174
1385348,06027,32003,2020,1,1,1,37.29,-118.352,36.019,-115.234
1385511,06057,06095,2020,1,1,1,39.325,-120.262,38.233,-122.043
1385582,17043,55059,2020,1,1,1,41.748,-88.161,42.589,-87.883
1385665,26087,26087,2020,1,1,4,43.041,-83.201,43.041,-83.201
1385714,25027,50017,2020,1,1,1,42.44,-71.686,43.872,-72.451
1386302,13045,13145,2020,1,1,1,33.58,-85.069,32.848,-84.968
1386712,18057,18017,2020,1,1,1,39.967,-86.157,40.754,-86.357
1387239,51153,24045,2020,1,1,1,38.685,-77.311,38.36,-75.601
1387252,55079,35007,2020,1,1,1,42.976,-87.988,36.685,-104.05
1387511,34039,39061,2020,1,1,1,40.662,-74.197,39.137,-84.54
1387778,37121,37119,2020,1,1,1,35.945,-82.117,35.205,-80.867
1387845,48189,48303,2020,1,1,2,34.189,-101.702,33.571,-101.897
1387862,13121,12095,2020,1,1,6,33.777,-84.429,28.528,-81.408
1388114,39091,26081,2020,1,1,1,40.354,-83.752,42.942,-85.594
1388897,55079,55059,2020,1,1,4,42.999,-87.972,42.589,-87.883
1389147,28003,28047,2020,1,1,1,34.934,-88.522,30.434,-89.039
1389275,36107,36107,2020,1,1,6,42.108,-76.21,42.101,-76.199
1389291,36061,36059,2020,1,1,32,40.763,-73.978,40.712,-73.611
1389692,29095,17135,2020,1,1,1,39.1,-94.559,39.115,-89.56
1389803,12103,42125,2020,1,1,1,28.146,-82.763,40.26,-80.187
1390149,39061,39049,2020,1,1,5,39.131,-84.534,40.018,-83.021
1390270,51153,24033,2020,1,1,1,38.658,-77.25,38.885,-76.916
1390583,08107,48029,2020,1,1,1,40.484,-106.851,29.418,-98.541
1390738,20143,32017,2020,1,1,1,39.257,-97.418,38.417,-114.374
1390953,32003,12086,2020,1,1,5,36.133,-115.162,25.724,-80.313
1391087,13157,47157,2020,1,1,1,34.016,-83.538,35.145,-90.032
1391263,48029,48493,2020,1,1,2,29.339,-98.438,29.184,-98.057
1391436,26065,26045,2020,1,1,8,42.717,-84.546,42.724,-84.643
1391509,45051,37123,2020,1,1,7,33.754,-78.832,35.217,-79.88
1391935,16075,16075,2020,1,1,4,44.048,-116.926,44.048,-116.926
1392027,06059,06065,2020,1,1,67,33.787,-117.838,33.827,-117.344
1392143,34003,24033,2020,1,1,1,40.794,-74.111,38.753,-76.992
1392500,36109,36015,2020,1,1,1,42.449,-76.509,42.053,-76.824
1392504,39157,39003,2020,1,1,1,40.234,-81.345,40.729,-84.067
1392661,09009,42011,2020,1,1,1,41.309,-72.925,40.261,-75.812
1392695,17043,17037,2020,1,1,1,41.903,-88.218,41.993,-88.695
1392997,12095,12061,2020,1,1,1,28.502,-81.368,27.631,-80.405
1393182,12095,29189,2020,1,1,1,28.4,-81.447,38.716,-90.454
1393603,05069,48439,2020,1,1,1,34.217,-92.023,32.757,-97.333
1394200,01015,01073,2020,1,1,1,33.759,-85.804,33.337,-87.101
1394438,48029,48265,2020,1,1,1,29.418,-98.541,30.039,-99.162
1395335,34007,34001,2020,1,1,1,39.784,-74.922,39.513,-74.927
1395342,18097,37039,2020,1,1,1,39.769,-86.158,35.124,-84.196
1395380,06067,06107,2020,1,1,2,38.626,-121.384,36.221,-119.242
1395383,06101,06059,2020,1,1,1,39.122,-121.629,33.843,-117.851
1395711,01095,47037,2020,1,1,1,34.399,-86.142,36.2,-86.792
1395839,54009,54009,2020,1,1,4,40.309,-80.602,40.309,-80.602
1395971,48067,47157,2020,1,1,1,32.981,-94.223,35.134,-89.922
1396173,22095,22051,2020,1,1,3,30.069,-90.477,30.006,-90.232
1396303,51153,36103,2020,1,1,1,38.568,-77.29,40.847,-73.401
1396484,09007,25017,2020,1,1,2,41.513,-72.626,42.421,-71.339
1396740,05081,05147,2020,1,1,1,33.747,-94.411,35.05,-91.098
1396800,55087,41051,2020,1,1,1,44.265,-88.402,45.536,-122.631
1397234,51013,18063,2020,1,1,1,38.881,-77.102,39.69,-86.392
1397426,26093,25017,2020,1,1,1,42.432,-83.98,42.394,-71.242
1397473,51035,51163,2020,1,1,1,36.769,-80.723,38.003,-79.421
1397477,39089,39035,2020,1,1,2,40.005,-82.331,41.505,-81.58
1398207,34039,34025,2020,1,1,1,40.629,-74.339,40.231,-74.046
1398238,01125,01073,2020,1,1,2,33.198,-87.535,33.5,-86.76
1398356,28135,28137,2020,1,1,1,33.823,-90.037,34.619,-89.976
1398361,26051,26051,2020,1,1,1,43.984,-84.487,43.984,-84.487
1398544,55103,55073,2020,1,1,1,43.339,-90.382,44.901,-89.569
1399147,24005,04013,2020,1,1,1,39.24,-76.681,33.45,-112.259
1399269,12057,48095,2020,1,1,1,28.004,-82.587,31.169,-100.077
1399299,10005,10005,2020,1,1,45,38.694,-75.339,38.688,-75.339
1399489,34019,34023,2020,1,1,3,40.527,-74.802,40.567,-74.328
1400197,26091,26091,2020,1,1,19,41.922,-84.04,41.922,-84.04
1400472,13151,13063,2020,1,1,2,33.527,-84.231,33.616,-84.333
1401193,06037,37051,2020,1,1,1,34.147,-118.149,35.067,-78.918
1401272,04013,12057,2020,1,1,2,33.5,-112.099,28.033,-82.52
1401447,26081,26139,2020,1,1,12,42.916,-85.667,42.883,-85.925
1402049,22105,22063,2020,1,1,5,30.523,-90.49,30.476,-90.894
1402752,48113,48029,2020,1,1,5,32.82,-96.762,29.482,-98.588
1402760,19127,19075,2020,1,1,1,42.0,-93.0,42.22,-92.823
1402871,47037,22033,2020,1,1,2,36.2,-86.792,30.459,-91.091
1402976,37109,37123,2020,1,1,2,35.476,-81.248,35.17,-79.861
1403725,12071,12097,2020,1,1,1,26.552,-81.854,28.343,-81.526
1403752,24045,51810,2020,1,1,1,38.336,-75.561,36.803,-76.07
1404031,48113,48353,2020,1,1,1,32.82,-96.762,32.47,-100.403
1404128,12086,39049,2020,1,1,1,25.782,-80.233,39.838,-82.808
1404208,54101,25023,2020,1,1,1,38.638,-80.509,41.857,-70.861
1404410,06069,06099,2020,1,1,1,36.49,-121.151,37.582,-121.271
1404459,35039,06037,2020,1,1,2,36.741,-106.605,34.148,-118.412
1404653,42003,39049,2020,1,1,1,40.431,-79.981,39.98,-83.01
1404858,47157,36061,2020,1,1,1,35.134,-89.922,40.731,-74.001
1405398,36005,09001,2020,1,1,2,40.85,-73.849,41.186,-73.199
1405596,54039,42101,2020,1,1,1,38.35,-81.633,39.953,-75.165
1405645,13121,48201,2020,1,1,3,33.767,-84.433,29.786,-95.393
1405836,37097,37183,2020,1,1,1,36.028,-80.719,35.654,-78.842
1406192,21101,18163,2020,1,1,1,37.881,-87.564,38.003,-87.575
1406660,48251,48095,2020,1,1,4,32.427,-97.313,31.169,-100.077
1407616,39133,39157,2020,1,1,3,41.161,-81.302,40.469,-81.415
1407974,48421,06073,2020,1,1,1,36.137,-101.77,33.209,-117.35
1408158,12069,39103,2020,1,1,1,28.364,-81.688,41.243,-81.83
1408284,47145,47145,2020,1,1,13,35.889,-84.589,35.893,-84.594
1408695,13121,13139,2020,1,1,3,33.819,-84.391,34.274,-83.844
1408914,19155,31153,2020,1,1,2,41.22,-95.861,41.14,-95.941
1409475,48439,11001,2020,1,1,1,32.78,-97.286,38.899,-77.014
1409972,34005,34025,2020,1,1,3,39.923,-74.902,40.347,-74.151
1410020,06057,06067,2020,1,1,1,39.03,-121.059,38.41,-121.439
1410823,06061,06113,2020,1,1,2,38.763,-121.301,38.56,-121.545
1411194,35037,35037,2020,1,1,2,35.168,-103.728,35.168,-103.728
1411261,36047,36087,2020,1,1,1,40.655,-73.949,41.112,-74.142
1411781,35055,35053,2020,1,1,1,36.415,-105.584,34.166,-106.026
1411828,13135,13059,2020,1,1,1,33.851,-83.974,33.956,-83.4
1412544,51177,01095,2020,1,1,1,38.13,-77.709,34.346,-86.156
1412725,40109,20173,2020,1,1,1,35.469,-97.522,37.684,-97.344
1412756,06037,32023,2020,1,1,5,33.995,-118.289,38.502,-117.023
1412949,36091,36039,2020,1,1,1,42.987,-73.851,42.174,-74.02
1413379,48121,40119,2020,1,1,1,33.088,-97.058,36.13,-97.08
1413482,42045,34023,2020,1,1,1,39.873,-75.393,40.409,-74.517
1413574,20091,36053,2020,1,1,1,39.034,-94.636,42.747,-75.77
1413616,20041,20061,2020,1,1,1,38.929,-97.232,39.03,-96.846
1413873,51059,51810,2020,1,1,1,38.75,-77.209,36.803,-76.07
1413929,13085,13121,2020,1,1,1,34.392,-84.232,33.694,-84.433
1413988,48409,48095,2020,1,1,5,27.933,-97.454,31.169,-100.077
1414046,24047,45019,2020,1,1,1,38.354,-75.163,32.914,-80.046
1414211,29095,08055,2020,1,1,1,39.1,-94.559,37.581,-104.847
1414469,12019,12117,2020,1,1,1,30.049,-81.822,28.673,-81.327
1414765,06067,06087,2020,1,1,2,38.424,-121.391,36.982,-121.923
1415172,17043,17055,2020,1,1,1,41.94,-88.153,37.898,-88.916
1415234,51181,51550,2020,1,1,1,37.223,-76.941,36.791,-76.306
1415412,47149,47149,2020,1,1,280,35.883,-86.447,35.883,-86.447
1415550,48479,48163,2020,1,1,1,27.636,-99.533,28.9,-99.116
1416229,49045,49045,2020,1,1,17,40.57,-112.325,40.562,-112.318
1416250,40109,29135,2020,1,1,1,35.472,-97.516,38.679,-92.572
1416727,22033,22043,2020,1,1,1,30.435,-91.083,31.509,-92.319
1416765,37051,45051,2020,1,1,1,34.952,-78.934,33.703,-78.879
1416771,21111,01125,2020,1,1,1,38.196,-85.722,33.197,-87.533
1416978,39169,39169,2020,1,1,23,40.867,-81.813,40.866,-81.834
1417387,21111,51163,2020,1,1,1,38.196,-85.722,38.003,-79.421
1417428,12105,12103,2020,1,1,5,28.061,-81.767,27.869,-82.714
1417809,34033,51760,2020,1,1,1,39.741,-75.442,37.53,-77.493
1417906,34039,36047,2020,1,1,8,40.667,-74.263,40.666,-73.953
1418235,48423,56007,2020,1,1,1,32.334,-95.3,41.449,-106.461
1418278,25009,25021,2020,1,1,2,42.471,-70.958,42.142,-71.114
1419016,48201,41051,2020,1,1,1,29.76,-95.369,45.518,-122.678
1419862,47085,35009,2020,1,1,1,35.845,-87.835,34.535,-103.66
1419999,06075,06045,2020,1,1,1,37.771,-122.436,39.23,-123.366
1420106,47187,47037,2020,1,1,18,35.966,-86.805,36.161,-86.792
1420595,26125,05129,2020,1,1,1,42.575,-83.266,35.984,-92.433
1420631,06037,06039,2020,1,1,1,34.416,-118.503,37.336,-119.638
1420657,31055,12095,2020,1,1,1,41.265,-95.933,28.502,-81.368
1420770,55079,17021,2020,1,1,2,43.057,-87.967,39.739,-89.267
